Index,Date,Closing Price
CAC 40,2020-06-01,"4,762.78"
CAC 40,2020-06-02,"4,858.97"
CAC 40,2020-06-03,"5,022.38"
CAC 40,2020-06-04,"5,011.98"
CAC 40,2020-06-05,"5,197.79"
FTSE 100,2020-01-02,"7,604.30"
FTSE 100,2020-01-03,"7,622.40"
FTSE 100,2020-01-06,"7,575.34"
FTSE 100,2020-01-07,"7,573.85"
FTSE 100,2020-01-08,"7,574.93"
FTSE 100,2020-01-09,"7,598.12"
FTSE 100,2020-01-10,"7,587.85"
FTSE 100,2020-01-13,"7,617.60"
FTSE 100,2020-01-14,"7,622.35"
FTSE 100,2020-01-15,"7,642.80"
FTSE 100,2020-01-16,"7,609.81"
FTSE 100,2020-01-17,"7,674.56"
FTSE 100,2020-01-20,"7,651.44"
FTSE 100,2020-01-21,"7,610.70"
FTSE 100,2020-01-22,"7,571.92"
FTSE 100,2020-01-23,"7,507.67"
FTSE 100,2020-01-24,"7,585.98"
FTSE 100,2020-01-27,"7,412.05"
FTSE 100,2020-01-28,"7,480.69"
FTSE 100,2020-01-29,"7,483.57"
FTSE 100,2020-01-30,"7,381.96"
FTSE 100,2020-01-31,"7,286.01"
FTSE 100,2020-02-03,"7,326.31"
FTSE 100,2020-02-04,"7,439.82"
FTSE 100,2020-02-05,"7,482.48"
FTSE 100,2020-02-06,"7,504.79"
FTSE 100,2020-02-07,"7,466.70"
FTSE 100,2020-02-10,"7,446.88"
FTSE 100,2020-02-11,"7,499.44"
FTSE 100,2020-02-12,"7,534.37"
FTSE 100,2020-02-13,"7,452.03"
FTSE 100,2020-02-14,"7,409.13"
FTSE 100,2020-02-17,"7,433.25"
FTSE 100,2020-02-18,"7,382.01"
FTSE 100,2020-02-19,"7,457.02"
FTSE 100,2020-02-20,"7,436.64"
FTSE 100,2020-02-21,"7,403.92"
FTSE 100,2020-02-24,"7,156.83"
FTSE 100,2020-02-25,"7,017.88"
FTSE 100,2020-02-26,"7,042.47"
FTSE 100,2020-02-27,"6,796.40"
FTSE 100,2020-02-28,"6,580.61"
FTSE 100,2020-03-02,"6,654.89"
FTSE 100,2020-03-03,"6,718.20"
FTSE 100,2020-03-04,"6,815.59"
FTSE 100,2020-03-05,"6,705.43"
FTSE 100,2020-03-06,"6,462.55"
FTSE 100,2020-03-09,"5,965.77"
FTSE 100,2020-03-10,"5,960.23"
FTSE 100,2020-03-11,"5,876.52"
FTSE 100,2020-03-12,"5,237.48"
FTSE 100,2020-03-13,"5,366.11"
FTSE 100,2020-03-16,"5,151.08"
FTSE 100,2020-03-17,"5,294.90"
FTSE 100,2020-03-18,"5,080.58"
FTSE 100,2020-03-19,"5,151.61"
FTSE 100,2020-03-20,"5,190.78"
FTSE 100,2020-03-23,"4,993.89"
FTSE 100,2020-03-24,"5,446.01"
FTSE 100,2020-03-25,"5,688.20"
FTSE 100,2020-03-26,"5,815.73"
FTSE 100,2020-03-27,"5,510.33"
FTSE 100,2020-03-30,"5,563.74"
FTSE 100,2020-03-31,"5,671.96"
FTSE 100,2020-04-01,"5,454.57"
FTSE 100,2020-04-02,"5,480.22"
FTSE 100,2020-04-03,"5,415.50"
FTSE 100,2020-04-06,"5,582.39"
FTSE 100,2020-04-07,"5,704.45"
FTSE 100,2020-04-08,"5,677.73"
FTSE 100,2020-04-09,"5,842.66"
FTSE 100,2020-04-14,"5,791.31"
FTSE 100,2020-04-15,"5,597.65"
FTSE 100,2020-04-16,"5,628.43"
FTSE 100,2020-04-17,"5,786.96"
FTSE 100,2020-04-20,"5,812.83"
FTSE 100,2020-04-21,"5,641.03"
FTSE 100,2020-04-22,"5,770.63"
FTSE 100,2020-04-23,"5,826.61"
FTSE 100,2020-04-24,"5,752.23"
FTSE 100,2020-04-27,"5,846.79"
FTSE 100,2020-04-28,"5,958.50"
FTSE 100,2020-04-29,"6,115.25"
FTSE 100,2020-04-30,"5,901.21"
FTSE 100,2020-05-01,"5,763.06"
FTSE 100,2020-05-04,"5,753.78"
FTSE 100,2020-05-05,"5,849.42"
FTSE 100,2020-05-06,"5,853.76"
FTSE 100,2020-05-07,"5,935.98"
FTSE 100,2020-05-11,"5,939.73"
FTSE 100,2020-05-12,"5,994.77"
FTSE 100,2020-05-13,"5,904.05"
FTSE 100,2020-05-14,"5,741.54"
FTSE 100,2020-05-15,"5,799.77"
FTSE 100,2020-05-18,"6,048.59"
FTSE 100,2020-05-19,"6,002.23"
FTSE 100,2020-05-20,"6,067.16"
FTSE 100,2020-05-21,"6,015.25"
FTSE 100,2020-05-22,"5,993.28"
FTSE 100,2020-05-26,"6,067.76"
FTSE 100,2020-05-27,"6,144.25"
FTSE 100,2020-05-28,"6,218.79"
FTSE 100,2020-05-29,"6,076.60"
FTSE 100,2020-06-01,"6,166.42"
FTSE 100,2020-06-02,"6,220.14"
FTSE 100,2020-06-03,"6,382.41"
FTSE 100,2020-06-04,"6,341.44"
FTSE 100,2020-06-05,"6,484.30"
IBEX 35,2020-01-02,"9,691.20"
IBEX 35,2020-01-03,"9,646.60"
IBEX 35,2020-01-06,"9,600.90"
IBEX 35,2020-01-07,"9,579.80"
IBEX 35,2020-01-08,"9,591.40"
IBEX 35,2020-01-09,"9,581.80"
IBEX 35,2020-01-10,"9,573.60"
IBEX 35,2020-01-13,"9,543.90"
IBEX 35,2020-01-14,"9,528.30"
IBEX 35,2020-01-15,"9,511.70"
IBEX 35,2020-01-16,"9,572.50"
IBEX 35,2020-01-17,"9,681.30"
IBEX 35,2020-01-20,"9,658.80"
IBEX 35,2020-01-21,"9,611.30"
IBEX 35,2020-01-22,"9,573.70"
IBEX 35,2020-01-23,"9,518.50"
IBEX 35,2020-01-24,"9,562.00"
IBEX 35,2020-01-27,"9,366.30"
IBEX 35,2020-01-28,"9,484.20"
IBEX 35,2020-01-29,"9,546.70"
IBEX 35,2020-01-30,"9,477.90"
